OR_AY_S1,OR_AY_all,mean_U,mean_U_A1_all,mean_U_A0_all,mean_U_A1_S1,mean_U_A0_S1,p_A,p_Y,p_S,p_S_A1,p_S_A0,p_Y_A0,p_Y_A1,p_Y_A0_S1,p_Y_A1_S1,ub_OR_AY_all,lb_OR_AY_all,ub_OR_AY_S1,lb_OR_AY_S1,log_OR_AY_S1,log_OR_AY_all,covg_OR_AY_S1,covg_OR_AY_all
1.034979342908081,1.2728653728023391,-0.007644294503629074,0.002887983688526548,-0.010323604610715326,0.6808998133675919,0.9547405554592312,0.2028,0.1026,0.2226,0.3895463510848126,0.18013045659809332,0.09784244856999498,0.12130177514792899,0.23676880222841226,0.2430379746835443,1.5744331511666394,1.0227047829529508,1.3768891787909348,0.7748994113179369,0.03438146797524103,0.24127055813224535,1,0
0.7712274214183837,1.0439268843193361,-0.0077835316155162385,-0.05407155048477429,0.004299217320090846,0.635649539144527,0.9846312449511736,0.207,0.10780000000000001,0.2132,0.3922705314009662,0.1664564943253468,0.10693568726355612,0.1111111111111111,0.2696969696969697,0.22167487684729065,1.294435049218432,0.8359195943724634,1.0288787471986454,0.5751872100233464,-0.2597719794994862,0.042989452831058386,1,1
0.9224876070292479,1.069911202379283,0.008833866524352455,0.025032377946015733,0.00443406738947545,0.6804139030124242,0.9963921123226623,0.2136,0.1054,0.2192,0.3801498127340824,0.17548321464903358,0.10401831129196337,0.1104868913857678,0.23333333333333334,0.21921182266009853,1.3249112760340016,0.8581421850131399,1.2351806183095313,0.6857586049792572,-0.08068133727232972,0.06757565659950779,1,1
0.8068654895186254,1.0692335448462038,-0.007620896129569758,0.0024222497201759423,-0.010248890640340964,0.6909931761291689,0.9150474176597825,0.2074,0.1058,0.222,0.3944069431051109,0.17688619732525865,0.10446631339894019,0.11089681774349083,0.24536376604850213,0.2078239608801956,1.3264825405231597,0.8558024320272681,1.0802992448403677,0.5992592200342673,-0.214598304259525,0.0669420785710673,1,1
0.6030567308508074,0.9909255904169445,-0.004867485992951048,-0.017147737586807345,-0.0018927666627622552,0.6275486230928037,0.9991827879104722,0.195,0.1084,0.211,0.39487179487179486,0.16645962732919253,0.10857142857142857,0.1076923076923077,0.27611940298507465,0.18701298701298702,1.2368159820745466,0.7874610808538464,0.8167576639935374,0.4416049410093128,-0.505744005667345,-0.009115832822411605,0,1
0.5112510840286042,0.803426154836571,0.001987674072192242,-0.05129863888478412,0.014928446570070917,0.6169876450685122,1.0363822067390833,0.1954,0.1094,0.2168,0.4053224155578301,0.17101665423813076,0.1133482475764355,0.093142272262026607,0.2921511627906977,0.17424242424242425,1.0131793583671576,0.6306944187327369,0.6921527297889637,0.3740866286491155,-0.6708944512780254,-0.2188700024006913,0,1
0.7852147852130897,1.126487989296731,0.015595860581406685,0.03974093943575171,0.009843615445725677,0.7107466738927863,0.9938840025499073,0.1924,0.1118,0.2224,0.42203742203742206,0.1748390292223873,0.10946012877662209,0.12162162162162163,0.2577903682719547,0.21428571428571427,1.3950312327955579,0.9033201633475715,1.0477096970657156,0.5852055245571615,-0.2417979868881733,0.11910481886859234,1,1
0.6584987893442689,1.0621139241348976,0.016471645513191444,0.06002012250638771,0.005200790943955353,0.6804234530727185,0.93995750779242,0.2056,0.1016,0.2256,0.4163424124513619,0.17623363544813697,0.10045317220543806,0.10603112840466926,0.25285714285714284,0.1822429906542056,1.3238925893707172,0.8456827675518634,0.8849555881063222,0.4865339708109243,-0.4177925963057778,0.06026119026309123,0,1
1.1302690483588023,1.3583856778410637,0.019343319303240885,0.027570159658307686,0.01721411691527294,0.7858244174252367,0.9765866802348128,0.2056,0.1098,0.2114,0.38229571984435795,0.16717019133937563,0.10322255790533737,0.13521400778210116,0.2319277108433735,0.2544529262086514,1.6649126919345467,1.1025550899237213,1.508412364600424,0.8444323008891094,0.12245570027666589,0.30629699311614206,1,0
0.6971188132918301,1.0784678734515885,-0.011867764438375387,0.005889383757641352,-0.016273806701690575,0.6467917070677122,1.00997208873167,0.1988,0.1116,0.2088,0.4154929577464789,0.15751372940589117,0.11008487269096355,0.11770623742454728,0.27099841521394613,0.20581113801452786,1.3351235858411226,0.8650736904657812,0.9350643239754565,0.5168144196577249,-0.3607994189155928,0.07554139822684527,0,1
0.6830393910992532,1.146413706547442,0.012872339544684237,0.06965845512008585,-0.0017706210753878771,0.6743902950249974,0.9979539798691376,0.205,0.1154,0.2254,0.45463414634146343,0.16628930817610063,0.11245283018867924,0.12682926829268293,0.2934947049924357,0.22103004291845493,1.4083494381548876,0.9276060662879033,0.8980010658384293,0.5173526941873697,-0.38120274742982035,0.13663855362525124,0,1
0.5167492864639385,0.9435284722326865,-0.006590904803175554,0.01249913114577048,-0.011191655586602359,0.6538576947011768,0.9561034282318565,0.1942,0.101,0.2164,0.388259526261586,0.17498138495904692,0.10201042442293373,0.09680741503604531,0.2680851063829787,0.15915119363395225,1.1892686584807126,0.7415628031467318,0.7095241834296632,0.3720155262881696,-0.6601974612360391,-0.058128737381705556,0,1
0.6977804201327201,1.043683061974063,-0.01394783323059989,6.399328125548618e-4,-0.017820920190678182,0.7784678505214409,0.9489807285306874,0.2098,0.1036,0.2146,0.3775023832221163,0.17134902556314857,0.10275879524171096,0.10676835081029552,0.2570162481536189,0.19444444444444445,1.2976146780273516,0.8333236226239676,0.9414958675156728,0.5135472901756553,-0.3598508100488742,0.042755862885949354,0,1
0.6691586870789709,1.1484460774857583,-0.018606137232424557,-0.007112710492466509,-0.021668722067894636,0.6568668766707921,1.0395010429680565,0.2104,0.1036,0.2146,0.3916349809885932,0.16742654508611957,0.10081053698074975,0.11406844106463879,0.26777609682299547,0.1966019417475728,1.42164346872279,0.9217083393075456,0.8986414779090502,0.4950775590510833,-0.40173404656448286,0.13840979166236406,0,1
0.6127596439153126,1.0975759742568534,0.004837692952608468,0.0101917535026926,0.0034689250872177975,0.7102920572323772,0.9933626990951798,0.2036,0.1058,0.2286,0.4066797642436149,0.18307383224510296,0.10396785534907081,0.11296660117878192,0.2716049382716049,0.1859903381642512,1.3619101607468223,0.8783308031293146,0.8213466045957089,0.45361622455240913,-0.48978251795388766,0.09310408840666273,0,1
0.6949317738775516,0.9673940709780526,0.003626865877717748,-0.04952809462177889,0.016799532654857792,0.6445969298756269,0.958790284720416,0.1986,0.1052,0.2244,0.3957703927492447,0.18193161966558521,0.10581482405789867,0.1027190332326284,0.2345679012345679,0.17557251908396945,1.2105918943710385,0.7665385443966913,0.9449571281832467,0.506659616751414,-0.36394160531870795,-0.03314934743356475,0,1
0.5542911468975589,0.9590937710801781,1.7449303968892993e-5,0.036895169721696354,-0.00908702531287654,0.7211101743825444,0.9760932488464098,0.198,0.1124,0.2274,0.41515151515151516,0.18104738154613467,0.11321695760598503,0.10909090909090909,0.2837465564738292,0.18004866180048662,1.193482901857419,0.7646364340988279,0.7444797436351367,0.4091909097273244,-0.5900651943643184,-0.041766428816106656,0,1
0.6569671516405157,0.9089675035589554,-0.0038406396702466857,0.00815211438149992,-0.0067753863052645875,0.6194654887910567,0.9396057211300418,0.1966,0.1036,0.2258,0.41912512716174977,0.17849141150112025,0.1053024645257655,0.09664292980671414,0.24686192468619247,0.17718446601941748,1.143924134972031,0.7155509255934697,0.8876463596981423,0.48235491527280333,-0.4201212592504637,-0.09544593510380762,0,1
0.7387560465177773,1.0703875817347792,0.015658101738391682,0.010136196249842412,0.016951680683993574,0.7458603441657491,0.9510311840013359,0.1898,0.1094,0.229,0.3761854583772392,0.19451987163663292,0.1081214514934584,0.1148577449947313,0.2614213197969543,0.20728291316526612,1.332677508729644,0.8531152163753759,0.9947231759597522,0.5442060828368868,-0.3027875254996868,0.06802080880619849,0,1
0.6436040044480276,1.140329289056093,0.005245016795647725,-0.01740871351794902,0.010732566374717744,0.6250368132691434,1.0171067857234115,0.195,0.1056,0.2232,0.39692307692307693,0.18111801242236025,0.1031055900621118,0.1158974358974359,0.2784636488340192,0.19896640826873385,1.4172992257948136,0.9108973694323881,0.8635655110068639,0.47599896105167,-0.44067164193169966,0.1313170707464646,0,1
0.5819835732563406,1.0257859413634602,-0.0055969767108923095,-0.0183111868190518,-0.0024580570083791186,0.6399673862919145,0.9868032966451128,0.198,0.0952,0.218,0.402020202020202,0.17256857855361596,0.09476309226932668,0.09696969696969697,0.24421965317919075,0.15829145728643215,1.2927651481195837,0.8067070923643705,0.7978936148718463,0.4201886041814556,-0.5413130562944848,0.025459090832771935,0,1
0.751914350536833,1.1654279371608158,-0.005796445577397115,-0.03612948139328781,0.002208531518606395,0.6320552228988721,0.9234292329400009,0.2088,0.1042,0.2178,0.3946360153256705,0.17113245702730032,0.10111223458038422,0.11590038314176246,0.25406203840472674,0.20388349514563106,1.441802692090091,0.9359702006379615,1.0079035320445136,0.5576983950021842,-0.28513285708161146,0.1530883476042729,1,1
0.7786797392504863,1.1702460020395204,0.007478743542279167,0.04588663674985214,-0.002388744355694584,0.7712536786507124,1.0118057972992098,0.2044,0.115,0.2144,0.3933463796477495,0.16842634489693314,0.11161387631975868,0.12818003913894324,0.27313432835820894,0.2263681592039801,1.4371723455530294,0.9472750148326531,1.0371351570333718,0.5817044127824194,-0.2501554354220518,0.1572139848619534,1,1
0.652930352879221,1.0262755077232095,-0.02540834572665056,0.00988391100061559,-0.03427556938885657,0.7087125504178138,0.954962643373569,0.2008,0.1056,0.2148,0.3894422310756972,0.17092092092092093,0.10510510510510511,0.10756972111553785,0.25036603221083453,0.17902813299232737,1.2789456968440864,0.8171469242693734,0.8878624431183326,0.47615928817763276,-0.4262848125467856,0.025936236747925112,0,1
0.6706167176330676,1.0639986672404118,0.022253192924172858,0.0252505933077777,0.021496334310276644,0.6690994998370738,0.9861044865518431,0.2016,0.1092,0.2298,0.3998015873015873,0.18687374749498997,0.10796593186372745,0.11408730158730158,0.257372654155496,0.18858560794044665,1.3192313449327102,0.8520386640152775,0.9008898610133708,0.4953504149704364,-0.39955751589440036,0.06203413832507022,0,1
0.6217923348462457,1.1681983537634115,0.01383499202868151,0.04759989720852616,0.005340942039759388,0.6745260105989141,0.9973882295596976,0.201,0.108,0.2182,0.42885572139303485,0.16520650813516896,0.1048811013767209,0.12039800995024875,0.27424242424242423,0.1902552204176334,1.444303445307058,0.9387187166308611,0.8327944831004735,0.4612495132585889,-0.47514910879556693,0.15546269341524777,0,1
0.708592796816241,0.9438726541727447,0.012574803445561639,0.03211180778855995,0.007793903453237183,0.6889046999204884,0.9571460505243755,0.1966,0.1124,0.2318,0.4140386571719227,0.18720438137913867,0.1135175504107543,0.10783316378433368,0.2566489361702128,0.19656019656019655,1.176150253699635,0.751307142621146,0.9479058624672946,0.5259836093774831,-0.34447425197606996,-0.05776402217722879,0,1
0.656149079165119,1.0492258821783913,-0.003597889650955666,0.03489426689719739,-0.013657898274539563,0.7067090311595399,0.961081867837202,0.2072,0.112,0.2242,0.4198841698841699,0.17305751765893038,0.11099899091826437,0.11583011583011583,0.29300291545189505,0.21379310344827587,1.2961300710736459,0.8436242892696496,0.8678585604626136,0.49342609574221774,-0.4213672610316377,0.04805263719506443,0,1
0.7335939350846841,1.1101153379534299,0.017081540277719652,-0.015450795235527136,0.02471258194132075,0.6478507628421677,1.0119165611921144,0.19,0.1124,0.227,0.39052631578947367,0.18864197530864196,0.11037037037037037,0.12105263157894737,0.2630890052356021,0.20754716981132076,1.376288366333239,0.8890248215620196,0.9850199355838513,0.5422446118999195,-0.3097996254068209,0.10446391799232663,0,1
0.580991933277371,0.9413558422986577,0.010394115149397682,-0.019163210173238732,0.017950457986776854,0.6072919049829457,0.924728591150778,0.2036,0.1026,0.223,0.42534381139489197,0.1712707182320442,0.1037167252636866,0.09823182711198428,0.23313782991202345,0.15011547344110854,1.1801402043456777,0.7444088213956256,0.7949815183700735,0.42060538317066226,-0.543018406430793,-0.060434057532637656,0,1
0.6404259002752416,0.9355471997199352,0.012395330289961065,0.006896751898741417,0.01372389169414699,0.6704497046009905,1.016916814366116,0.1946,0.11,0.2172,0.3854059609455293,0.1765582319344425,0.11124906878569654,0.10483042137718397,0.2672292545710267,0.18933333333333333,1.1696823689435345,0.7418899396494266,0.8672750530945965,0.4688784644940112,-0.44562185477478417,-0.06662368053761562,0,1
0.7306618093482452,1.1404920514207746,-0.010024540964620503,-0.010365688454037644,-0.00993807816396853,0.6895571534903755,0.9523781672491157,0.2022,0.111,0.2244,0.3877349159248269,0.1830032589621459,0.1082978190022562,0.12166172106824925,0.25068493150684934,0.19642857142857142,1.4074531962819095,0.9182233077491813,0.9832133140923935,0.5390627534350755,-0.3138045673942476,0.1314597933368485,0,1
0.7314753570833148,1.2154506288915168,-0.01783867253190847,0.005277448524483564,-0.024057730481090084,0.7059984455532383,0.9767414236593897,0.212,0.1056,0.2162,0.389622641509434,0.16954314720812183,0.10152284263959391,0.12075471698113208,0.25299401197604793,0.19854721549636803,1.4978566464842964,0.9804758141022711,0.9828754957160467,0.5411015813757823,-0.3126917472872106,0.19511489600712467,0,1
0.7150997150978822,0.9858130037163461,-0.0042033201232171144,-0.018919774835216504,-6.747280809400472e-4,0.6126410513256033,1.0248357362688931,0.1934,0.1024,0.2148,0.40537745604963804,0.16910488470121499,0.10265311182742376,0.10134436401240951,0.26392961876832843,0.20408163265306123,1.2383815903045874,0.7778237610128576,0.9613252656781273,0.5284475145827703,-0.3353332843366451,-0.014288593768903261,0,1
0.5214582371927096,0.7448645686948485,-0.002410198981260737,-0.05915781908931168,0.011423797960502927,0.5592543897984779,0.9639711802196523,0.196,0.1042,0.233,0.41122448979591836,0.18955223880597014,0.10920398009950248,0.0836734693877551,0.2585301837270341,0.15384615384615385,0.9482550501078322,0.5783947471903599,0.7111431774884848,0.37804705668606603,-0.6511260898329803,-0.29455286411461507,0,0
0.7154362416087074,1.0943152310509627,-0.011043462684166302,0.024676403707750608,-0.01958613209388125,0.6887886350123144,0.9366963709594126,0.193,0.102,0.218,0.3854922279792746,0.17794299876084263,0.10037174721189591,0.10880829015544041,0.2576601671309192,0.1989247311827957,1.3682160563263999,0.8682997431098254,0.966761685058092,0.5253549399333017,-0.3348627942165535,0.0901288078786733,0,1
0.6941489361689118,1.1048518132208587,-0.002094265870441898,0.02201985572945703,-0.008236256691997084,0.6749216331650473,0.9839720220279018,0.203,0.1186,0.2224,0.4098522167487685,0.17465495608531995,0.1164366373902133,0.1270935960591133,0.27586206896551724,0.2091346153846154,1.3570620653346899,0.8939956028815211,0.9241783093371615,0.5183065613238957,-0.36506873606907525,0.09971122029426426,0,1
0.7615865384613865,1.132942141707651,-0.009323965363141095,0.003183109768483236,-0.012632614980662352,0.6990471411896921,0.9746168505098443,0.2092,0.1096,0.2232,0.38718929254302104,0.17981790591805766,0.10698027314112292,0.11950286806883365,0.2812939521800281,0.22962962962962963,1.3967548280854087,0.913210704950018,1.008794318460767,0.5719893200815362,-0.27235147100075824,0.1248179142879627,1,1
0.5521472392630027,1.079318532530287,0.004481327123749639,-0.044387991024356414,0.016637631038713085,0.6173672381044074,1.0610655195849745,0.1992,0.1094,0.2264,0.4026104417670683,0.18256743256743257,0.10789210789210789,0.11546184738955824,0.29411764705882354,0.18703241895261846,1.3383362712657685,0.8642408802013204,0.7403465959569338,0.4083368077969973,-0.5939405304779479,0.0763298535812852,0,1
0.5672874620108321,0.8989670035417705,6.986994298434551e-4,-0.06612272505105386,0.01702986887738979,0.6484089160723051,1.0364350029182305,0.1964,0.11,0.2216,0.390020366598778,0.18043802887008462,0.11199601791936287,0.10183299389002037,0.2827586206896552,0.18276762402088773,1.125441165742698,0.7117474173039656,0.76666518365124,0.4159131885344869,-0.5668891160557886,-0.10650894869715447,0,1
0.6861958266432432,0.8511800268689078,-0.0022130757340748284,-0.01654921622717632,0.0012729375434620347,0.7034380716980648,0.9736618566616105,0.1956,0.1138,0.2162,0.3987730061349693,0.17180507210343113,0.11685728493286922,0.10122699386503067,0.2575976845151954,0.19230769230769232,1.0656035794096013,0.6737708944684394,0.9269331032098257,0.5041971096425698,-0.3765922304135844,-0.16113162534474226,0,1
0.7309600862998622,1.0573446995089841,-0.03267409073776414,-0.061708533951630354,-0.025233102778431594,0.6267207464942818,0.9954559620526714,0.204,0.1084,0.2158,0.39215686274509803,0.1706030150753769,0.10728643216080402,0.11274509803921569,0.28718703976435933,0.2275,1.3110756790712452,0.846658838279297,0.9714719122173096,0.5470860841568563,-0.3133964222280515,0.05576076489758034,0,1
0.5908676253490629,0.9204751204772761,0.0015551779872288746,-0.018006903405852683,0.006464051551717443,0.6394909872829847,1.0330244335869079,0.2006,0.109,0.2138,0.39082751744765704,0.16937703277458094,0.11058293720290217,0.10269192422731804,0.2791728212703102,0.18622448979591838,1.149930439958286,0.7306012019008208,0.7983757814671497,0.43372398624219527,-0.5261632708451844,-0.08286530694448001,0,1
0.6200956937783274,0.8851068928651581,0.04193437529540778,0.04265618606637383,0.04176572126133305,0.7130692673423518,1.0253138817801157,0.1894,0.1154,0.2298,0.4033790918690602,0.18924253639279545,0.11769059955588453,0.10559662090813093,0.27249022164276404,0.18848167539267016,1.1072958422828925,0.7012108654637996,0.8350507742715595,0.456421010110499,-0.4778814680491797,-0.1220468583693908,0,1
0.636590051944666,0.8989475942111814,0.009442784334404977,0.0018256430505189914,0.011306774845248873,0.6874085168977477,1.0072314513738105,0.1966,0.1088,0.2112,0.37741607324516785,0.17052526761264625,0.11077918844909136,0.10071210579857579,0.27445255474452557,0.1940700808625337,1.1265248650743234,0.7109604850886527,0.862254293463369,0.46612544596365685,-0.45162939111036704,-0.10653053963435927,0,1
0.6478114478096376,0.9757277091685429,-0.007269284192157252,-0.034308077971032115,-4.418532980926562e-4,0.6176767582362193,0.9971334819543083,0.2016,0.104,0.2266,0.38591269841269843,0.18637274549098196,0.10445891783567134,0.10218253968253968,0.2661290322580645,0.19023136246786632,1.2203622773518474,0.7736716216707232,0.8719644078188008,0.47734710343135506,-0.4341556005738878,-0.024571718000660436,0,1
0.6629464285697557,1.0371928540604107,-0.009175882426940661,0.01912680682521642,-0.016366909317443577,0.7072742121921898,0.9727574471521752,0.2026,0.1116,0.2238,0.40473840078973344,0.1778279408076248,0.1108602959618761,0.11451135241855874,0.27080394922425954,0.1975609756097561,1.2844630251046008,0.8315866515575546,0.8869203342398411,0.4921551212912835,-0.4110610936148089,0.03651788501383594,0,1
0.8283520461036886,1.1770784562126462,0.005576429800471383,-0.003905882997866063,0.007926301676874947,0.6970937705669824,0.9336223172156469,0.1986,0.10780000000000001,0.229,0.39677744209466265,0.18742201147991017,0.10456700773646119,0.12084592145015106,0.2436750998668442,0.21065989847715735,1.4562978829395616,0.945125673985808,1.1082842870527339,0.615310527672393,-0.18831703850504328,0.16303548384135436,1,1
0.7280673122236514,1.0314554015835025,0.010505003093825061,-0.0029434471183053734,0.013846128677113398,0.6652672677369622,1.024345534974386,0.199,0.1042,0.2216,0.3778894472361809,0.18277153558052434,0.10362047440699126,0.10653266331658291,0.24863387978142076,0.19414893617021275,1.2876157484327917,0.8197130257071443,0.9847512883507492,0.5340379642069442,-0.3173617732141091,0.030970816126683443,0,1
