mean_U,p_exposure,p_outcome,OR_exposure_Uyes,ub_OR_exposure_Uyes,lb_OR_exposure_Uyes,OR_exposure_Uno,ub_OR_exposure_Uno,lb_OR_exposure_Uno,covg_OR_exposure_Uyes,covg_OR_exposure_Uno
0.017492455878075946,0.2216,0.1234,1.1399743279039538,1.3864620150583908,0.9342603943634693,1.7406821087278166,2.0914324554828383,1.4446091607474154,1,0
-0.016213891302076844,0.2122,0.1176,1.0281569882518151,1.2608224507194787,0.8350629886352489,1.622779072163271,1.964046718633435,1.3359550299527565,1,0
0.019961980166716707,0.2332,0.1146,1.0273341892418504,1.2577623326041871,0.8359764744182985,1.5685491581935567,1.8949028873133253,1.2941387777997015,1,0
0.0015238838784321074,0.2262,0.1134,1.02751624887011,1.260790217326676,0.8341936185411574,1.5927190557413535,1.9277633672668901,1.3113667540733036,1,0
0.016102840579669712,0.2208,0.1156,1.0099468261394198,1.2387725786279322,0.8201546925079358,1.5560313963757602,1.8839423543086067,1.2805152997563467,1,0
-0.014890241667136496,0.2204,0.115,1.0274193518003016,1.259981659603293,0.8343908592162227,1.5128988687285485,1.8339913424803034,1.2432599594098557,1,0
-4.762322265227145e-4,0.2084,0.1144,0.8530677471600866,1.0562743346752859,0.6852924482661938,1.3084909121756472,1.5990441779480198,1.0653190286870553,1,0
-0.018316251443220508,0.2216,0.1192,0.9972260443766845,1.2200556685128954,0.8119009100076341,1.5173942135523146,1.8337243061147657,1.2511003446007463,1,0
-0.02348232911155112,0.2252,0.1152,1.0641820870011898,1.3024243194305654,0.8663677826884937,1.6398659809177942,1.9814729883500006,1.3527041097527335,1,0
0.0018305483593922909,0.2232,0.123,1.0041775742565704,1.2249338605464901,0.8201618094862665,1.5530361828428483,1.8706265229668386,1.2850742422460535,1,0
0.010955929675863552,0.2166,0.1164,1.1443984737166157,1.3988856485945764,0.9327588442207964,1.6621296783329609,2.009940139913329,1.3698078878827327,1,0
0.011905382831633131,0.2134,0.1122,0.9991459830742481,1.2307491107453066,0.8075772149381254,1.5537781610260528,1.8890247726326215,1.2729009505224718,1,0
-0.01366189887596055,0.2194,0.1206,1.103064741508679,1.3454625269243998,0.9011050284705535,1.6603860526164977,2.001323242311731,1.3731124797817416,1,0
0.012116354251281394,0.2248,0.1188,0.9205829383217975,1.1294533803563545,0.7473507711463159,1.5214482728866292,1.8376261175365929,1.2552378887852593,1,0
-0.0037545802247499213,0.2256,0.1232,1.0551601781568607,1.2853347689073538,0.8632136533222677,1.6093457916384841,1.935586065715687,1.3339445171881574,1,0
0.001103642162910259,0.2246,0.1124,0.9740779643978393,1.1971564949679654,0.7891512169629046,1.4362248871001644,1.7449485266291187,1.1773231825828223,1,0
0.007187026955986403,0.22,0.1224,0.791863466778027,0.9737800412346846,0.6408507626779502,1.2481043706414423,1.5143838582552052,1.0239791331552288,0,0
0.011744073097010053,0.2234,0.1128,1.0591470435118728,1.2995736918975442,0.8598596219113703,1.5741921513766548,1.90785088384982,1.2941971137190977,1,0
